Code du partenaire;Adresse compléte;ID adresse;Rue;Bloquer;Ville;Code postal;Nom
C+34948713102;BILBAO AZPIROZ S.L. Avenida de la Paz 5   PERALTA 31350 Spain;BILBAO AZPIROZ S.L.;Avenida de la Paz 5;;PERALTA;31350;Spain
C+34965425207;OPTICA MADRID   Jose Navarro orts 35   ELCHE 3205 Spain;OPTICA MADRID;  Jose Navarro orts 35;;ELCHE;3205;Spain
C+34967662096;MAGASIN AVENIDA ESPANA 16   ALBACETE 2002 Spain;MAGASIN;AVENIDA ESPANA 16;;ALBACETE;2002;Spain
C+34981218301;MAGASIN   Cordonería, 1 Bajo (Esquina San Nicolás)  A Coruña 15001 Spain;MAGASIN;  Cordonería, 1 Bajo;(Esquina San Nicolás);A Coruña;15001;Spain
C+34985965318;OPTICA PRINCIPAL AVENIDA DOCTORES FERNANDEZ VEGA 3 BAJO   OVIEDO 33012 Spain;OPTICA PRINCIPAL;AVENIDA DOCTORES FERNANDEZ VEGA 3 BAJO;;OVIEDO;33012;Spain
C+948220913;MAGASIN  BERGAMIN S/N ARRIETA 29  PAMPLONA 31002 Spain;MAGASIN; BERGAMIN S/N;ARRIETA 29;PAMPLONA;31002;Spain
C+971851536;OPTICA CAN PICAFORT PASEO COLOM 94   MALLORCA 7458 Spain;OPTICA CAN PICAFORT;PASEO COLOM 94;;MALLORCA;7458;Spain
C+983358343;VARA OPTICO PLAZA MAYOR -11   VALLADOLID 47001 Spain;VARA OPTICO;PLAZA MAYOR -11;;VALLADOLID;47001;Spain
D+34916533382;MAGASIN AVENIDA SENECA , 22   SAN SEBASTEN DE LOS REYES . MADRID 28703 Spain;MAGASIN;AVENIDA SENECA , 22;;SAN SEBASTEN DE LOS REYES . MADRID;28703;Spain
D+351213616580;PROOPTICA, LDA RUA PADRE FRANCISCO 11-G   LISBOA 1350-223 Portugal;PROOPTICA, LDA;RUA PADRE FRANCISCO 11-G;;LISBOA;1350-223;Portugal
C+351234831344;REAL OPTICA 29 RUA DO MERCADO PARDELAHAS  MURTOSA 3870-101 Portugal;REAL OPTICA;29 RUA DO MERCADO;PARDELAHAS;MURTOSA;3870-101;Portugal
